Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Etapa,Metodo,Actividad,Insumo
2017,8,30307,APURIMAC,ANTABAMBA,SABAINO,30 a - 59 a,PROGESTAGENO,2,2
2017,8,30412,APURIMAC,AYMARAES,SAÑAYCA,18 a - 29 a,YUZPE,1,8
2017,8,30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,12 a - 17 a,PROGESTAGENO,1,2
2017,8,30503,APURIMAC,COTABAMBAS,COYLLURQUI,18 a - 29 a,PROGESTAGENO,1,2
2017,8,30504,APURIMAC,COTABAMBAS,HAQUIRA,30 a - 59 a,YUZPE,1,2
2017,8,30602,APURIMAC,CHINCHEROS,ANCO-HUALLO,30 a - 59 a,YUZPE,1,2
2017,8,30603,APURIMAC,CHINCHEROS,COCHARCAS,12 a - 17 a,YUZPE,1,2
2017,8,30604,APURIMAC,CHINCHEROS,HUACCANA,18 a - 29 a,YUZPE,2,3
2017,8,30608,APURIMAC,CHINCHEROS,RANRACANCHA,12 a - 17 a,YUZPE,1,2
2017,8,30704,APURIMAC,GRAU,HUAYLLATI,12 a - 17 a,PROGESTAGENO,1,1
2017,8,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,30 a - 59 a,YUZPE,2,2
2017,8,40112,AREQUIPA,AREQUIPA,PAUCARPATA,18 a - 29 a,YUZPE,1,8
2017,8,40208,AREQUIPA,CAMANA,SAMUEL PASTOR,30 a - 59 a,YUZPE,1,2
2017,8,40501,AREQUIPA,CAYLLOMA,CHIVAY,18 a - 29 a,YUZPE,1,2
2017,8,50116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,30 a - 59 a,PROGESTAGENO,1,1
2017,8,50201,AYACUCHO,CANGALLO,CANGALLO,18 a - 29 a,YUZPE,1,2
2017,8,50407,AYACUCHO,HUANTA,SIVIA,30 a - 59 a,YUZPE,1,1
2017,8,50501,AYACUCHO,LA MAR,SAN MIGUEL,18 a - 29 a,PROGESTAGENO,1,1
2017,8,50501,AYACUCHO,LA MAR,SAN MIGUEL,30 a - 59 a,PROGESTAGENO,1,1
2017,8,50503,AYACUCHO,LA MAR,AYNA,12 a - 17 a,YUZPE,1,2
2017,8,50503,AYACUCHO,LA MAR,AYNA,18 a - 29 a,YUZPE,1,2
2017,8,50508,AYACUCHO,LA MAR,TAMBO,18 a - 29 a,YUZPE,1,1
2017,8,50601,AYACUCHO,LUCANAS,PUQUIO,30 a - 59 a,PROGESTAGENO,1,1
2017,8,50601,AYACUCHO,LUCANAS,PUQUIO,30 a - 59 a,YUZPE,1,8
2017,8,50612,AYACUCHO,LUCANAS,OCAÑA,12 a - 17 a,YUZPE,1,8
2017,8,50612,AYACUCHO,LUCANAS,OCAÑA,18 a - 29 a,YUZPE,1,8
2017,8,50612,AYACUCHO,LUCANAS,OCAÑA,30 a - 59 a,YUZPE,1,8
2017,8,50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,12 a - 17 a,PROGESTAGENO,2,3
2017,8,50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,18 a - 29 a,PROGESTAGENO,2,2
2017,8,50810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,18 a - 29 a,YUZPE,1,2
2017,8,51003,AYACUCHO,VICTOR FAJARDO,APONGO,30 a - 59 a,PROGESTAGENO,1,1
2017,8,51101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,30 a - 59 a,YUZPE,1,2
2017,8,51108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,30 a - 59 a,YUZPE,1,1
2017,8,70101,CALLAO,CALLAO,CALLAO,18 a - 29 a,PROGESTAGENO,1,1
2017,8,70101,CALLAO,CALLAO,CALLAO,18 a - 29 a,YUZPE,5,21
2017,8,70101,CALLAO,CALLAO,CALLAO,30 a - 59 a,YUZPE,4,7
2017,8,70104,CALLAO,CALLAO,LA PERLA,18 a - 29 a,PROGESTAGENO,2,2
2017,8,80101,CUSCO,CUSCO,CUSCO,30 a - 59 a,YUZPE,2,4
2017,8,80108,CUSCO,CUSCO,WANCHAQ,30 a - 59 a,YUZPE,1,1
2017,8,80501,CUSCO,CANAS,YANAOCA,30 a - 59 a,YUZPE,1,2
2017,8,80505,CUSCO,CANAS,LAYO,18 a - 29 a,PROGESTAGENO,1,2
2017,8,80505,CUSCO,CANAS,LAYO,30 a - 59 a,PROGESTAGENO,1,1
2017,8,80508,CUSCO,CANAS,TUPAC AMARU,30 a - 59 a,YUZPE,1,2
2017,8,80601,CUSCO,CANCHIS,SICUANI,18 a - 29 a,YUZPE,4,4
2017,8,80601,CUSCO,CANCHIS,SICUANI,30 a - 59 a,YUZPE,9,9
2017,8,80608,CUSCO,CANCHIS,TINTA,18 a - 29 a,YUZPE,1,8
2017,8,80608,CUSCO,CANCHIS,TINTA,30 a - 59 a,YUZPE,2,16
2017,8,80909,CUSCO,LA CONVENCION,VILCABAMBA,18 a - 29 a,YUZPE,1,2
2017,8,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,18 a - 29 a,PROGESTAGENO,2,3
2017,8,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,30 a - 59 a,PROGESTAGENO,2,3
2017,8,90114,HUANCAVELICA,HUANCAVELICA,PALCA,18 a - 29 a,PROGESTAGENO,2,3
2017,8,90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,18 a - 29 a,PROGESTAGENO,2,3
2017,8,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,18 a - 29 a,PROGESTAGENO,6,9
2017,8,90301,HUANCAVELICA,ANGARAES,LIRCAY,18 a - 29 a,PROGESTAGENO,2,2
2017,8,90301,HUANCAVELICA,ANGARAES,LIRCAY,18 a - 29 a,YUZPE,2,2
2017,8,90304,HUANCAVELICA,ANGARAES,CCOCHACCASA,18 a - 29 a,PROGESTAGENO,2,2
2017,8,90701,HUANCAVELICA,TAYACAJA,PAMPAS,18 a - 29 a,PROGESTAGENO,6,6
2017,8,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,30 a - 59 a,PROGESTAGENO,4,4
2017,8,90704,HUANCAVELICA,TAYACAJA,AHUAYCHA,18 a - 29 a,PROGESTAGENO,2,2
2017,8,100101,HUANUCO,HUANUCO,HUANUCO,18 a - 29 a,PROGESTAGENO,2,3
2017,8,100102,HUANUCO,HUANUCO,AMARILIS,30 a - 59 a,YUZPE,1,1
2017,8,100104,HUANUCO,HUANUCO,CHURUBAMBA,30 a - 59 a,YUZPE,1,1
2017,8,100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,12 a - 17 a,YUZPE,1,2
2017,8,100110,HUANUCO,HUANUCO,YARUMAYO,18 a - 29 a,PROGESTAGENO,1,1
2017,8,100110,HUANUCO,HUANUCO,YARUMAYO,30 a - 59 a,PROGESTAGENO,1,1
2017,8,100111,HUANUCO,HUANUCO,PILLCO MARCA,18 a - 29 a,YUZPE,1,8
2017,8,100311,HUANUCO,DOS DE MAYO,MARIAS,12 a - 17 a,YUZPE,1,2
2017,8,100313,HUANUCO,DOS DE MAYO,PACHAS,30 a - 59 a,YUZPE,2,10
2017,8,100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,12 a - 17 a,PROGESTAGENO,2,2
2017,8,100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,30 a - 59 a,YUZPE,1,2
2017,8,100504,HUANUCO,HUAMALIES,JACAS GRANDE,12 a - 17 a,YUZPE,1,2
2017,8,100504,HUANUCO,HUAMALIES,JACAS GRANDE,30 a - 59 a,PROGESTAGENO,1,1
2017,8,100507,HUANUCO,HUAMALIES,MONZON,30 a - 59 a,PROGESTAGENO,1,1
2017,8,100509,HUANUCO,HUAMALIES,PUÑOS,18 a - 29 a,PROGESTAGENO,1,1
2017,8,100510,HUANUCO,HUAMALIES,SINGA,30 a - 59 a,PROGESTAGENO,1,4
2017,8,100605,HUANUCO,LEONCIO PRADO,LUYANDO,30 a - 59 a,YUZPE,1,8
2017,8,100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,30 a - 59 a,YUZPE,2,2
2017,8,100701,HUANUCO,MARAÑON,HUACRACHUCO,12 a - 17 a,PROGESTAGENO,1,1
2017,8,100701,HUANUCO,MARAÑON,HUACRACHUCO,18 a - 29 a,PROGESTAGENO,2,2
2017,8,100803,HUANUCO,PACHITEA,MOLINO,18 a - 29 a,PROGESTAGENO,1,1
2017,8,100804,HUANUCO,PACHITEA,UMARI,30 a - 59 a,YUZPE,1,1
2017,8,100901,HUANUCO,PUERTO INCA,PUERTO INCA,18 a - 29 a,PROGESTAGENO,1,2
2017,8,100903,HUANUCO,PUERTO INCA,HONORIA,30 a - 59 a,YUZPE,1,2
2017,8,100904,HUANUCO,PUERTO INCA,TOURNAVISTA,30 a - 59 a,YUZPE,1,2
2017,8,101003,HUANUCO,LAURICOCHA,JIVIA,12 a - 17 a,YUZPE,1,8
2017,8,101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,18 a - 29 a,YUZPE,1,2
2017,8,101106,HUANUCO,YAROWILCA,OBAS,18 a - 29 a,YUZPE,2,16
2017,8,101108,HUANUCO,YAROWILCA,CHORAS,12 a - 17 a,YUZPE,1,8
2017,8,110101,ICA,ICA,ICA,18 a - 29 a,YUZPE,4,18
2017,8,110101,ICA,ICA,ICA,30 a - 59 a,PROGESTAGENO,2,3
2017,8,110101,ICA,ICA,ICA,30 a - 59 a,YUZPE,2,9
2017,8,110106,ICA,ICA,PARCONA,18 a - 29 a,PROGESTAGENO,1,4
2017,8,110106,ICA,ICA,PARCONA,18 a - 29 a,YUZPE,1,1
2017,8,110111,ICA,ICA,SANTIAGO,18 a - 29 a,YUZPE,1,8
2017,8,110201,ICA,CHINCHA,CHINCHA ALTA,30 a - 59 a,YUZPE,2,3
2017,8,110210,ICA,CHINCHA,SUNAMPE,12 a - 17 a,YUZPE,1,8
2017,8,110401,ICA,PALPA,PALPA,30 a - 59 a,PROGESTAGENO,1,1
2017,8,110404,ICA,PALPA,SANTA CRUZ,30 a - 59 a,PROGESTAGENO,2,2
2017,8,110504,ICA,PISCO,INDEPENDENCIA,18 a - 29 a,PROGESTAGENO,1,1
2017,8,110504,ICA,PISCO,INDEPENDENCIA,30 a - 59 a,PROGESTAGENO,1,1
2017,8,110505,ICA,PISCO,PARACAS,30 a - 59 a,YUZPE,2,3
2017,8,110506,ICA,PISCO,SAN ANDRES,30 a - 59 a,PROGESTAGENO,1,1
2017,8,110507,ICA,PISCO,SAN CLEMENTE,30 a - 59 a,YUZPE,1,8
2017,8,110508,ICA,PISCO,TUPAC AMARU INCA,30 a - 59 a,YUZPE,1,1
2017,8,120101,JUNIN,HUANCAYO,HUANCAYO,30 a - 59 a,YUZPE,4,6
2017,8,120114,JUNIN,HUANCAYO,EL TAMBO,30 a - 59 a,PROGESTAGENO,2,4
2017,8,120125,JUNIN,HUANCAYO,PILCOMAYO,18 a - 29 a,PROGESTAGENO,1,1
2017,8,120129,JUNIN,HUANCAYO,SAN AGUSTIN,30 a - 59 a,PROGESTAGENO,1,1
2017,8,120133,JUNIN,HUANCAYO,SAPALLANGA,30 a - 59 a,PROGESTAGENO,2,3
2017,8,120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,18 a - 29 a,YUZPE,2,4
2017,8,120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,30 a - 59 a,YUZPE,4,7
2017,8,120201,JUNIN,CONCEPCION,CONCEPCION,12 a - 17 a,PROGESTAGENO,1,1
2017,8,120208,JUNIN,CONCEPCION,MANZANARES,18 a - 29 a,YUZPE,2,3
2017,8,120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12 a - 17 a,YUZPE,2,3
2017,8,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,18 a - 29 a,PROGESTAGENO,5,5
2017,8,120302,JUNIN,CHANCHAMAYO,PERENE,12 a - 17 a,YUZPE,1,2
2017,8,120302,JUNIN,CHANCHAMAYO,PERENE,18 a - 29 a,YUZPE,4,13
2017,8,120302,JUNIN,CHANCHAMAYO,PERENE,30 a - 59 a,PROGESTAGENO,1,1
2017,8,120302,JUNIN,CHANCHAMAYO,PERENE,30 a - 59 a,YUZPE,1,2
2017,8,120303,JUNIN,CHANCHAMAYO,PICHANAKI,12 a - 17 a,YUZPE,1,2
2017,8,120303,JUNIN,CHANCHAMAYO,PICHANAKI,18 a - 29 a,YUZPE,2,3
2017,8,120403,JUNIN,JAUJA,APATA,12 a - 17 a,YUZPE,1,2
2017,8,120406,JUNIN,JAUJA,CURICACA,12 a - 17 a,YUZPE,1,2
2017,8,120418,JUNIN,JAUJA,MOLINOS,30 a - 59 a,YUZPE,1,1
2017,8,120431,JUNIN,JAUJA,SINCOS,18 a - 29 a,YUZPE,1,2
2017,8,120601,JUNIN,SATIPO,SATIPO,18 a - 29 a,YUZPE,4,6
2017,8,120605,JUNIN,SATIPO,PAMPA HERMOSA,18 a - 29 a,YUZPE,1,2
2017,8,120605,JUNIN,SATIPO,PAMPA HERMOSA,30 a - 59 a,YUZPE,2,3
2017,8,120606,JUNIN,SATIPO,PANGOA,18 a - 29 a,YUZPE,3,6
2017,8,120606,JUNIN,SATIPO,PANGOA,30 a - 59 a,YUZPE,4,8
2017,8,120607,JUNIN,SATIPO,RIO NEGRO,18 a - 29 a,YUZPE,1,2
2017,8,120808,JUNIN,YAULI,SANTA ROSA DE SACCO,18 a - 29 a,PROGESTAGENO,1,1
2017,8,120904,JUNIN,CHUPACA,HUACHAC,18 a - 29 a,YUZPE,2,3
2017,8,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,30 a - 59 a,YUZPE,3,5
2017,8,130401,LA LIBERTAD,CHEPEN,CHEPEN,30 a - 59 a,PROGESTAGENO,1,1
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,30 a - 59 a,PROGESTAGENO,1,1
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,12 a - 17 a,PROGESTAGENO,1,1
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,18 a - 29 a,PROGESTAGENO,1,1
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,30 a - 59 a,PROGESTAGENO,1,1
2017,8,140113,LAMBAYEQUE,CHICLAYO,REQUE,18 a - 29 a,YUZPE,1,1
2017,8,140113,LAMBAYEQUE,CHICLAYO,REQUE,30 a - 59 a,YUZPE,2,2
2017,8,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,30 a - 59 a,YUZPE,1,1
2017,8,150118,LIMA,LIMA,LURIGANCHO (CHOSICA),30 a - 59 a,YUZPE,2,3
2017,8,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,30 a - 59 a,YUZPE,2,3
2017,8,150137,LIMA,LIMA,SANTA ANITA,30 a - 59 a,YUZPE,1,1
2017,8,150142,LIMA,LIMA,VILLA EL SALVADOR,18 a - 29 a,YUZPE,2,9
2017,8,150802,LIMA,HUAURA,AMBAR,18 a - 29 a,PROGESTAGENO,2,2
2017,8,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,18 a - 29 a,YUZPE,2,2
2017,8,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,30 a - 59 a,YUZPE,1,8
2017,8,160304,LORETO,LORETO,TROMPETEROS,30 a - 59 a,YUZPE,1,8
2017,8,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,18 a - 29 a,YUZPE,2,9
2017,8,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,30 a - 59 a,YUZPE,1,1
2017,8,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,30 a - 59 a,YUZPE,1,1
2017,8,180301,MOQUEGUA,ILO,ILO,18 a - 29 a,YUZPE,1,8
2017,8,180301,MOQUEGUA,ILO,ILO,30 a - 59 a,YUZPE,2,2
2017,8,200109,PIURA,PIURA,LA ARENA,18 a - 29 a,PROGESTAGENO,1,1
2017,8,200109,PIURA,PIURA,LA ARENA,18 a - 29 a,YUZPE,3,5
2017,8,200109,PIURA,PIURA,LA ARENA,30 a - 59 a,YUZPE,1,2
2017,8,200110,PIURA,PIURA,LA UNION,30 a - 59 a,PROGESTAGENO,1,1
2017,8,200201,PIURA,AYABACA,AYABACA,18 a - 29 a,YUZPE,1,2
2017,8,200207,PIURA,AYABACA,PAIMAS,18 a - 29 a,PROGESTAGENO,3,3
2017,8,200301,PIURA,HUANCABAMBA,HUANCABAMBA,18 a - 29 a,PROGESTAGENO,2,3
2017,8,200301,PIURA,HUANCABAMBA,HUANCABAMBA,30 a - 59 a,YUZPE,1,1
2017,8,210101,PUNO,PUNO,PUNO,12 a - 17 a,YUZPE,1,2
2017,8,210101,PUNO,PUNO,PUNO,30 a - 59 a,YUZPE,1,2
2017,8,210204,PUNO,AZANGARO,ASILLO,30 a - 59 a,PROGESTAGENO,1,1
2017,8,210210,PUNO,AZANGARO,SAMAN,30 a - 59 a,YUZPE,2,2
2017,8,210308,PUNO,CARABAYA,OLLACHEA,30 a - 59 a,YUZPE,2,3
2017,8,210310,PUNO,CARABAYA,USICAYOS,18 a - 29 a,YUZPE,1,1
2017,8,210406,PUNO,CHUCUITO,POMATA,30 a - 59 a,YUZPE,1,8
2017,8,210501,PUNO,EL COLLAO,ILAVE,12 a - 17 a,YUZPE,1,2
2017,8,210501,PUNO,EL COLLAO,ILAVE,18 a - 29 a,PROGESTAGENO,2,4
2017,8,210501,PUNO,EL COLLAO,ILAVE,18 a - 29 a,YUZPE,1,2
2017,8,210501,PUNO,EL COLLAO,ILAVE,30 a - 59 a,PROGESTAGENO,3,4
2017,8,210501,PUNO,EL COLLAO,ILAVE,30 a - 59 a,YUZPE,1,2
2017,8,210503,PUNO,EL COLLAO,PILCUYO,18 a - 29 a,PROGESTAGENO,1,1
2017,8,210706,PUNO,LAMPA,PALCA,30 a - 59 a,YUZPE,2,3
2017,8,211101,PUNO,SAN ROMAN,JULIACA,18 a - 29 a,YUZPE,1,1
2017,8,211101,PUNO,SAN ROMAN,JULIACA,30 a - 59 a,YUZPE,3,4
2017,8,211103,PUNO,SAN ROMAN,CABANILLAS,30 a - 59 a,YUZPE,2,3
2017,8,211104,PUNO,SAN ROMAN,CARACOTO,18 a - 29 a,YUZPE,1,4
2017,8,211209,PUNO,SANDIA,ALTO INAMBARI,12 a - 17 a,YUZPE,1,2
2017,8,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,30 a - 59 a,PROGESTAGENO,2,3
2017,8,220102,SAN MARTIN,MOYOBAMBA,CALZADA,18 a - 29 a,YUZPE,1,8
2017,8,220102,SAN MARTIN,MOYOBAMBA,CALZADA,30 a - 59 a,YUZPE,1,8
2017,8,220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,18 a - 29 a,YUZPE,1,1
2017,8,220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,30 a - 59 a,PROGESTAGENO,1,1
2017,8,220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,30 a - 59 a,YUZPE,1,1
2017,8,220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,18 a - 29 a,YUZPE,1,1
2017,8,220504,SAN MARTIN,LAMAS,CAYNARACHI,12 a - 17 a,YUZPE,1,2
2017,8,220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,18 a - 29 a,YUZPE,1,1
2017,8,220913,SAN MARTIN,SAN MARTIN,SAUCE,12 a - 17 a,PROGESTAGENO,3,6
2017,8,221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,30 a - 59 a,PROGESTAGENO,1,6
2017,8,221003,SAN MARTIN,TOCACHE,POLVORA,12 a - 17 a,PROGESTAGENO,1,1
2017,8,230101,TACNA,TACNA,TACNA,18 a - 29 a,PROGESTAGENO,2,2
2017,8,230101,TACNA,TACNA,TACNA,18 a - 29 a,YUZPE,1,2
2017,8,230101,TACNA,TACNA,TACNA,30 a - 59 a,YUZPE,1,8
2017,8,230102,TACNA,TACNA,ALTO DE LA ALIANZA,18 a - 29 a,YUZPE,1,2
2017,8,230102,TACNA,TACNA,ALTO DE LA ALIANZA,30 a - 59 a,PROGESTAGENO,1,1
2017,8,230102,TACNA,TACNA,ALTO DE LA ALIANZA,30 a - 59 a,YUZPE,1,1
2017,8,230105,TACNA,TACNA,INCLAN,18 a - 29 a,PROGESTAGENO,1,1
2017,8,230106,TACNA,TACNA,PACHIA,30 a - 59 a,PROGESTAGENO,2,2
2017,8,230106,TACNA,TACNA,PACHIA,30 a - 59 a,YUZPE,1,1
2017,8,230107,TACNA,TACNA,PALCA,12 a - 17 a,PROGESTAGENO,1,1
2017,8,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,18 a - 29 a,PROGESTAGENO,2,2
2017,8,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,18 a - 29 a,YUZPE,1,1
2017,8,230201,TACNA,CANDARAVE,CANDARAVE,18 a - 29 a,YUZPE,1,2
2017,8,230201,TACNA,CANDARAVE,CANDARAVE,30 a - 59 a,YUZPE,1,2
2017,8,230302,TACNA,JORGE BASADRE,ILABAYA,18 a - 29 a,YUZPE,1,8
2017,8,230303,TACNA,JORGE BASADRE,ITE,30 a - 59 a,YUZPE,1,1
2017,8,230401,TACNA,TARATA,TARATA,18 a - 29 a,PROGESTAGENO,2,2
2017,8,230404,TACNA,TARATA,ESTIQUE-PAMPA,30 a - 59 a,PROGESTAGENO,1,2
